run_id,t_s,event,decision,valid_plan,reason,candidate_count,decision_seconds,action,start_s,completion_s,completion_s_m,completion_t_s,predicted_min_h_m,predicted_min_net_m,execution_margin_mps2,gradient_M,gradient_R,partner_M,partner_R,feedback_M,feedback_R,K_MR,K_RM,W,z_M,z_R,delta_z_M,delta_z_R
P_collaborative_none_i2,2.0,plan_generated,1,1,,7,0.05871340003795922,hold_and_refine,2.0,161.0562499999998,161.0562499999998,5.0,0.0062500000002625455,6.812718749999829,2.0,0.9914846548728042,1.3827576818048806,0.0,0.0,-0.017846723787710475,-0.024889638272487847,0.16,0.16,0.7991643324910565,0.6666666666666666,0.18333333333333335,0.0,-0.04999999999999999
P_collaborative_none_i2,2.5,plan_generated,1,1,,7,0.04840690002311021,hold_and_refine,2.0,161.52190624999983,161.52190624999983,5.0,0.4812500000003386,7.483999999999907,2.125,98.27590900985057,-152.2894654226924,0.0,0.0,-0.072,0.072,0.16,0.16,0.714171969348667,0.6166666666666666,0.18333333333333335,-0.050000000000000044,0.0
P_collaborative_none_i2,3.0,plan_generated,1,1,,7,0.04089549998752773,hold_and_refine,2.0,161.52190624999983,161.52190624999983,5.0,0.0916562499999376,7.01834374999994,2.1500000000000004,0.5075024999999673,0.6772932979294378,0.0,0.0,-0.009135044999999412,-0.01219127936272988,0.16,0.16,0.6363529918906289,0.6166666666666666,0.13333333333333336,0.0,-0.04999999999999999
P_collaborative_none_i2,3.5,plan_generated,1,1,,7,0.03139640000881627,hold_and_refine,2.0,161.68881249999978,161.68881249999978,5.0,0.3891874999998155,7.315874999999818,2.2750000000000004,9.177081854072465,-20.05468322537646,0.0,0.0,-0.072,0.072,0.16,0.16,0.5668803984709716,0.5666666666666665,0.13333333333333336,-0.050000000000000044,0.0
P_collaborative_none_i2,4.0,plan_generated,1,1,,7,0.024783100001513958,hold_and_refine,2.0,161.68881249999978,161.68881249999978,4.999999999999999,0.14396874999985965,7.148968749999864,2.3000000000000003,0.18761749999999006,0.22341442299290473,0.0,0.0,-0.003377114999999821,-0.004021459613872285,0.16,0.16,0.5062011243661713,0.5666666666666665,0.08333333333333336,0.0,-0.05
P_collaborative_none_i2,4.5,plan_generated,1,1,,7,0.01636900001903996,hold_and_refine,2.0,161.68881249999978,161.68881249999978,4.999999999999997,0.018124999999812097,7.075187499999811,2.3000000000000003,0.0861674999999972,0.09315603871278944,0.0,0.0,-0.0015510149999999495,-0.0016768086968302098,0.16,0.16,0.45414094894520657,0.5666666666666665,0.033333333333333354,0.0,-0.05
P_ample_none_i0,0.0,plan_generated,1,1,,102,0.09410940000088885,new_joint_plan,1.5,164.93753124999995,164.93753124999995,4.5,1.1162812499998083,9.416281249999809,2.2429097656727643,0.5361833681525218,1.782010532578091,0.0,0.0,-0.009651300626745392,-0.03207618958640564,0.16,0.16,0.4862683493126205,0.2833333333333333,0.0,-0.04999999999999999,0.0
P_ample_none_i0,0.5,plan_generated,1,1,,7,0.07249450002564117,hold_and_refine,1.5,166.13256249999998,166.13256249999998,4.5,1.1900624999998044,9.490062499999805,2.148336066414396,0.17171746786826977,1.4583311827181349,0.0,0.0,-0.0030909144216288557,-0.026249961288926427,0.16,0.16,0.4773122227552593,0.23333333333333334,0.0,-0.04999999999999999,0.0
P_ample_none_i0,1.0,plan_generated,1,1,,7,0.06582849996630102,hold_and_refine,1.5,167.04696875000008,167.04696875000008,4.5,0.5879196966908466,9.16879469669085,2.0719576841362994,0.01439774845708779,1.1393000890169538,0.0,0.0,-0.0002591594722275802,-0.020507401602305166,0.16,0.16,0.47015814408326967,0.18333333333333335,0.0,-0.04999999999999999,0.0
P_ample_none_i0,1.5,plan_generated,1,1,,7,0.05678709998028353,hold_and_refine,1.5,167.04696875000008,167.04696875000008,4.5,0.5879196966908466,9.16879469669085,2.0719576841362994,-51.97649373262006,0.8586450581642042,0.0,0.0,0.072,-0.015455611046955675,0.16,0.16,0.4651703645972629,0.18333333333333335,0.0,0.0,0.0
P_ample_none_i0,2.0,plan_generated,1,1,,7,0.049837600032333285,hold_and_refine,1.5,167.04696875000008,167.04696875000008,4.5,0.5879196966908466,9.16879469669085,2.0719576841362994,-11.541842881529652,0.6171711968760993,0.0,0.0,0.072,-0.011109081543769788,0.16,0.16,0.46110950461035666,0.18333333333333335,0.0,0.0,0.0
P_ample_none_i0,2.5,plan_generated,1,1,,7,0.040868999960366637,hold_and_refine,1.5,167.04714678171288,167.04714678171288,4.5,0.5875636332650878,9.16851652213948,2.0719419590382238,0.003296883572047952,0.4132006076795555,0.0,0.0,-5.934390429686313e-05,-0.007437610938231999,0.16,0.16,0.4576373964544087,0.18330366138118492,0.0,-2.9671952148424552e-05,0.0
P_ample_none_i0,3.0,plan_generated,1,1,,7,0.03304000000935048,hold_and_refine,1.5,167.2140530317129,167.2140530317129,4.5,0.18546988326515113,8.870985272139546,2.0603755253449405,0.015950299701228274,0.2467513602217213,0.0,0.0,-0.0002871053946221089,-0.004441524483990983,0.16,0.16,0.45454895351655283,0.13330366138118493,0.0,-0.04999999999999999,0.0
P_ample_none_i0,3.5,plan_generated,1,1,,7,0.02441420004470274,hold_and_refine,1.5,167.2140530317129,167.2140530317129,4.499999999999999,0.18546988326515113,8.870985272139546,2.0603755253449405,-0.7026968974509543,0.11737244839582886,0.0,0.0,0.012648544154117177,-0.0021127040711249193,0.16,0.16,0.45236407231806786,0.13330366138118493,0.0,0.0,0.0
P_ample_none_i0,4.0,plan_generated,1,1,,7,0.016489200002979487,hold_and_refine,1.5,167.23220928171284,167.23220928171284,4.499999999999997,0.05962613326523858,8.797204022139635,2.0601067017639028,0.008782113326764656,0.03339985349211091,0.0,0.0,-0.0001580780398817638,-0.0006011973628579963,0.16,0.16,0.450348037748869,0.08330366138118493,0.0,-0.05,0.0
P_ample_prepare_i0,0.0,plan_generated,1,1,,102,0.09179989999393001,new_joint_plan,1.5,164.93753124999995,164.93753124999995,4.5,1.1162812499998083,9.416281249999809,2.2429097656727643,0.5361833681525218,1.782010532578091,0.0,0.0,-0.009651300626745392,-0.03207618958640564,0.16,0.16,0.4862683493126205,0.2833333333333333,0.0,-0.04999999999999999,0.0
P_ample_prepare_i0,0.5,plan_generated,1,1,,7,0.08163460000650957,hold_and_refine,1.5,166.13256249999998,166.13256249999998,4.5,1.1900624999998044,9.490062499999805,2.148336066414396,0.17171746786826977,1.4583311827181349,0.0,0.0,-0.0030909144216288557,-0.026249961288926427,0.16,0.16,0.4773122227552593,0.23333333333333334,0.0,-0.04999999999999999,0.0
P_ample_prepare_i0,1.0,plan_generated,1,1,,7,0.18674259999534115,hold_and_refine,1.5,167.04696875000008,167.04696875000008,4.5,0.5879196966908466,9.16879469669085,2.0719576841362994,0.01439774845708779,1.1393000890169538,0.0,0.0,-0.0002591594722275802,-0.020507401602305166,0.16,0.16,0.47015814408326967,0.18333333333333335,0.0,-0.04999999999999999,0.0
P_ample_prepare_i0,1.5,plan_generated,1,1,,7,0.19575590000022203,hold_and_refine,1.5,167.04696875000008,167.04696875000008,4.5,0.35061641027846235,8.931491410278465,2.0719576841362994,-85.95361321105597,0.8586450581642042,0.0,0.0,0.072,-0.015455611046955675,0.16,0.16,0.4654101274580598,0.18333333333333335,0.0,0.0,0.0
P_ample_prepare_i0,2.0,plan_generated,1,1,,7,0.14972670003771782,executing_replan,1.5,166.7094687499999,166.7094687499999,4.5,0.044377032146611484,8.515618612875226,2.0166594958202113,-152.1273497677691,0.6888345645705307,0.0,0.0,0.072,-0.012399022162269551,0.16,0.16,0.46573249731705896,0.21933333333333335,0.0,0.036000000000000004,0.0
P_ample_prepare_i0,2.5,plan_generated,1,1,,7,0.12546469998778775,executing_replan,1.5,166.49346874999998,166.49346874999998,4.5,0.02170845992487358,8.422773165627614,1.8922794003775065,-70.88423087523218,0.47127814349041675,0.0,0.0,0.072,-0.008483006582827501,0.16,0.16,0.4714069020245797,0.25533333333333336,0.0,0.036000000000000004,0.0
P_ample_prepare_i0,3.0,plan_generated,1,1,,7,0.09857219998957589,hold_and_refine,1.5,166.49346874999998,166.49346874999998,4.5,0.09742512054689456,8.500732695049532,1.657449578173717,-15.036379251514488,0.2497939778665169,0.0,0.0,0.072,-0.004496291601597304,0.16,0.16,0.4779064582466885,0.25533333333333336,0.0,0.0,0.0
P_ample_prepare_i0,3.5,plan_generated,1,1,,7,0.07247989997267723,hold_and_refine,1.5,166.56725000000003,166.56725000000003,4.499999999999999,0.09707722917999462,8.554904092621125,2.1202404173474587,0.00908001849085273,0.12148966266372019,0.0,0.0,-0.00016344033283534915,-0.0021868139279469633,0.16,0.16,0.4788449960768799,0.20533333333333337,0.0,-0.04999999999999999,0.0
P_ample_prepare_i0,4.0,plan_generated,1,1,,7,0.04762800002936274,hold_and_refine,1.5,166.56725000000003,166.56725000000003,4.499999999999997,0.09707722917999462,8.554904092621125,2.1202404173474587,-0.08867148312784116,0.033817583470557404,0.0,0.0,0.001596086696301141,-0.0006087165024700332,0.16,0.16,0.4776007336392072,0.20533333333333337,0.0,0.0,0.0
S1_collaborative_none_i0,0.0,plan_generated,1,1,,102,0.30106500000692904,new_joint_plan,1.5,156.81079240180816,156.81079240180816,4.5,0.2987071207673395,8.146728451836974,2.1597141484498947,1.299461479866325,2.4948940178130523,-0.09980943229992989,0.09980943229992989,0.0,0.0,0.16,0.16,0.7203125325753532,0.6134286171833684,0.3805713828166316,-0.053238049483298244,0.047238049483298294
S1_collaborative_none_i0,0.5,plan_generated,1,1,,7,0.20559729996602982,hold_and_refine,1.5,157.73634626880911,157.73634626880911,4.5,0.14030575230727038,8.243400376365454,2.2869289956228025,1.2766600073732992,2.437283964998627,-0.07867561194343793,0.07867561194343793,0.0,0.0,0.16,0.16,0.7360914403799736,0.5710236681257326,0.4168646177258175,-0.04240494905763581,0.0362932349091859
S1_collaborative_none_i0,1.0,plan_generated,1,1,,7,0.1895972999627702,hold_and_refine,1.5,158.32447722166035,158.32447722166035,4.5,0.05190701181651747,8.265084458148916,2.3829503756801276,1.117982221514159,1.9412760346045292,-0.05830401669029298,0.05830401669029298,0.0,0.0,0.16,0.16,0.7826574591303064,0.5390165414399575,0.44268170912915744,-0.0320071266857751,0.02581709140333993
S1_collaborative_none_i0,1.5,plan_generated,1,1,,7,0.16519490000791848,hold_and_refine,1.5,158.6022815516289,158.6022815516289,4.5,0.027494742014759765,8.265084458148916,2.444684671228638,0.842292433389,1.4852714733548036,-0.035766031617940786,0.035766031617940786,0.0,0.0,0.16,0.16,0.7500111173962376,0.5184384429237873,0.45702327126509457,-0.020578098516170207,0.014341562135937125
S1_collaborative_none_i0,2.0,plan_generated,1,1,,7,0.14790640003047884,hold_and_refine,1.5,158.72344300820907,158.72344300820907,4.5,0.025023048300528927,8.417911347638817,2.473165047177278,0.6949374257651051,1.0832580458881642,-0.02066339297454246,0.02066339297454246,0.0,0.0,0.16,0.16,0.6735254306117646,0.5055145542218971,0.46369878158224503,-0.012923888701890207,0.006675510317150468
S1_collaborative_none_i0,2.5,plan_generated,1,1,,7,0.13958610000554472,hold_and_refine,1.5,158.7759545724878,158.7759545724878,4.5,0.12238405343249426,8.417911347638817,2.4657477067267615,0.49753215551372004,0.7423973424280318,-0.012448709217342115,0.012448709217342115,0.0,0.0,0.16,0.16,0.5939695843544388,0.49676262684211653,0.46621354593825814,-0.008751927379780533,0.0025147643560131105
S1_collaborative_none_i0,3.0,plan_generated,1,1,,7,0.09363130002748221,hold_and_refine,1.5,158.79770467250273,158.79770467250273,4.5,0.5758599972956944,8.61058691240991,2.4651381334036984,0.3215553803445959,0.465963761911856,-0.007921321888591681,0.007921321888591681,0.0,0.0,0.16,0.16,0.5166501505333045,0.4903181527636101,0.46644449851504793,-0.006444474078506401,0.0002309525767897891
S1_collaborative_none_i0,3.5,plan_generated,1,1,,7,0.07111270003952086,hold_and_refine,1.5,158.8053909093942,158.8053909093942,4.499999999999999,1.3961078846198438,9.17341776953317,2.4674577917275697,0.1835175848034109,0.2549318982344107,-0.005345134327613519,0.005345134327613519,0.0,0.0,0.16,0.16,0.44583802907244074,0.4851939948359853,0.46538550969073433,-0.005124157927624828,-0.0010589888243136003
S1_collaborative_none_i0,4.0,plan_generated,1,1,,7,0.04913200001465157,hold_and_refine,1.5,158.80701776235122,158.80701776235122,4.499999999999997,2.579482644381816,10.102065682006252,2.47011411670544,0.08325892561564797,0.10868941046959231,-0.003824609155800731,0.003824609155800731,0.0,0.0,0.16,0.16,0.3843671689851529,0.480855720283905,0.46357473019110884,-0.004338274552080301,-0.0018107794996254922
S1_collaborative_prepare_i0,0.0,plan_generated,1,1,,102,0.2705337000079453,new_joint_plan,1.5,156.81079240180816,156.81079240180816,4.5,0.2987071207673395,8.146728451836974,2.1597141484498947,1.299461479866325,2.4948940178130523,-0.09980943229992989,0.09980943229992989,0.0,0.0,0.16,0.16,0.7203125325753532,0.6134286171833684,0.3805713828166316,-0.053238049483298244,0.047238049483298294
S1_collaborative_prepare_i0,0.5,plan_generated,1,1,,7,0.21388860000297427,hold_and_refine,1.5,157.73634626880911,157.73634626880911,4.5,0.14030575230727038,8.243400376365454,2.2869289956228025,1.2766600073732992,2.437283964998627,-0.07867561194343793,0.07867561194343793,0.0,0.0,0.16,0.16,0.7360914403799736,0.5710236681257326,0.4168646177258175,-0.04240494905763581,0.0362932349091859
S1_collaborative_prepare_i0,1.0,plan_generated,1,1,,7,0.20145739999134094,hold_and_refine,1.5,158.32447722166035,158.32447722166035,4.5,0.05190701181651747,8.265084458148916,2.3829503756801276,1.117982221514159,1.9412760346045292,-0.05830401669029298,0.05830401669029298,0.0,0.0,0.16,0.16,0.7826574591303064,0.5390165414399575,0.44268170912915744,-0.0320071266857751,0.02581709140333993
S1_collaborative_prepare_i0,1.5,plan_generated,1,0,empty_action_set,7,0.16408309998223558,executing_replan;state_update_rejected,1.5,158.08478238366658,158.08478238366658,4.5,-0.01574967231779567,8.265084458148916,1.7624415107032925,-0.7063465419526802,1.4815362103313514,-0.03578858147861696,0.03578858147861696,0.0,0.0,0.16,0.16,0.7504839863570305,0.5390165414399575,0.44268170912915744,0.0,0.0
S1_collaborative_prepare_i0,2.0,plan_generated,1,0,dynamic_h_negative,7,0.1402826000121422,executing_replan;state_update_rejected,1.5,156.82969870096403,156.82969870096403,4.5,-0.1481112744065367,8.09309224158697,0.8829503756801276,0.3884289236177739,0.5425484636803547,-0.03244676087800772,0.03244676087800772,0.0,0.0,0.16,0.16,0.6804062480836167,0.5390165414399575,0.44268170912915744,0.0,0.0
S1_collaborative_prepare_i0,2.5,plan_generated,1,0,dynamic_h_negative,7,0.11867769999662414,executing_replan;state_update_rejected,1.5,156.56193668895614,156.56193668895614,4.5,-0.0178151268450506,8.044896324684512,0.8829503756801276,0.29742847782627135,0.409535605280429,-0.02836136458943524,0.02836136458943524,0.0,0.0,0.16,0.16,0.5947357809730947,0.5390165414399575,0.44268170912915744,0.0,0.0
S1_collaborative_prepare_i0,3.0,plan_generated,1,1,,7,0.09643869998399168,hold_and_refine,1.5,156.5955286839374,156.5955286839374,4.5,0.7148109909474805,8.335837555887348,1.6020015336584024,0.25147872255091064,0.3458974766410173,-0.02416257919708266,0.02416257919708266,0.0,0.0,0.16,0.16,0.5066875524901309,0.5242401691342163,0.4512215450546655,-0.014776372305741137,0.008539835925508055
S1_collaborative_prepare_i0,3.5,plan_generated,1,1,,7,0.07149649999337271,hold_and_refine,1.5,156.6112806810766,156.6112806810766,4.499999999999999,1.937214534594201,9.318674074978713,2.25286403993388,0.17791721970412339,0.2413051943153898,-0.01576026116092878,0.01576026116092878,0.0,0.0,0.16,0.16,0.4331871023084045,0.5137388377080808,0.4554919032746926,-0.010501331426135518,0.004270358220027082
S1_collaborative_prepare_i0,4.0,plan_generated,1,1,,7,0.050338299944996834,hold_and_refine,1.5,156.61427885608603,156.61427885608603,4.499999999999997,3.503648252414374,10.695604452413715,2.295237231442546,0.07963112220573662,0.10109145966783581,-0.010852878340095027,0.010852878340095027,0.0,0.0,0.16,0.16,0.37275924001580785,0.5057437043494929,0.45727440721854257,-0.007995133358587925,0.001782503943849989
S1_collaborative_none_i2,0.0,plan_generated,1,1,,102,0.29249679995700717,new_joint_plan;state_update_rejected,2.0,161.0562499999998,161.0562499999998,5.0,0.0062500000002625455,7.8781249999999945,2.0,-8.334292964654223,3.221349391820648,-0.08225678236809253,0.08225678236809253,0.0,0.0,0.16,0.16,0.5936371930361336,0.6666666666666666,0.3333333333333333,0.0,0.0
S1_collaborative_none_i2,0.5,plan_generated,1,1,,7,0.2420896000112407,hold_and_refine;state_update_rejected,2.0,161.0562499999998,161.0562499999998,5.0,0.0062500000002625455,7.8781249999999945,2.0,-8.334292964654232,3.0538199377266992,-0.08559159765520559,0.08559159765520559,0.0,0.0,0.16,0.16,0.6177041493325387,0.6666666666666666,0.3333333333333333,0.0,0.0
S1_collaborative_none_i2,1.0,plan_generated,1,1,,7,0.21331500000087544,hold_and_refine;state_update_rejected,2.0,161.0562499999998,161.0562499999998,5.0,0.0062500000002625455,7.8781249999999945,2.0,-3.030960419827828,2.459482386631831,-0.09219052759977192,0.09219052759977192,0.0,0.0,0.16,0.16,0.6653278240807743,0.6666666666666666,0.3333333333333333,0.0,0.0
S1_collaborative_none_i2,1.5,plan_generated,1,1,,7,0.20435800001723692,hold_and_refine;state_update_rejected,2.0,161.0562499999998,161.0562499999998,5.0,0.0062500000002625455,7.8781249999999945,2.0,0.80491735248076,1.927075759590429,-0.10160223321505168,0.10160223321505168,0.0,0.0,0.16,0.16,0.7332509587122154,0.6666666666666666,0.3333333333333333,0.0,0.0
S1_collaborative_none_i2,2.0,plan_generated,1,1,,7,0.16866169997956604,hold_and_refine,2.0,161.81886738355348,161.81886738355348,5.0,0.0062500000002625455,7.8781249999999945,2.125,0.9818014325691884,1.4585801942163104,-0.10732718698514052,0.10732718698514052,0.0,0.0,0.16,0.16,0.7745672537154522,0.609669739840763,0.3843302601592369,-0.05699692682590363,0.050996926825903566
S1_collaborative_none_i2,2.5,plan_generated,1,1,,7,0.1424983000033535,hold_and_refine,2.0,162.17721662364661,162.17721662364661,5.0,0.431849885551733,8.498468433476955,2.2856625373074007,0.7215989309808084,1.0758213853289258,-0.07035114048805213,0.07035114048805213,0.0,0.0,0.16,0.16,0.6761841973323566,0.5714458208975332,0.41643118832198905,-0.03822391894322985,0.032100928162752174
S1_collaborative_none_i2,3.0,plan_generated,1,1,,7,0.11853649996919557,hold_and_refine,2.0,162.32534139064083,162.32534139064083,5.0,1.2795531987520885,9.046162690706108,2.3597249208046436,0.5034461901344862,0.7410167800417612,-0.04366046412252003,0.04366046412252003,0.0,0.0,0.16,0.16,0.5831092679716519,0.5467583597317854,0.4349299708766732,-0.024687461165747715,0.018498782554684123
S1_collaborative_none_i2,3.5,plan_generated,1,1,,7,0.09570900001563132,hold_and_refine,2.0,162.3808999175813,162.3808999175813,5.0,2.5336221625764495,10.013183515671283,2.4091102780851728,0.3251400743927778,0.466377163358367,-0.027455987923035108,0.027455987923035108,0.0,0.0,0.16,0.16,0.49863873553131294,0.530296573971609,0.44517852507117733,-0.01646178576017643,0.010248554194504156
